# R10_sample
k191_104240_1	K02078
k191_692_1	K06077
k191_365497_2	K07793
k191_52773_1	K04561
k191_694_1	K01953
k191_157028_1	K00606
k191_209162_2	K09165
k191_261290_2	K22296
k191_261290_2	K22489
k191_469786_2	K02058
k191_52777_1	K07403
k191_157030_2	K00867
k191_699_1	K02914
k191_365502_1	K07054
k191_700_1	K00954
k191_261293_1	K02242
k191_261294_1	K06213
k191_365506_1	K03545
k191_52780_1	K02867
k191_52780_2	K02863
k191_52782_1	K07335
k191_417592_1	K01623
k191_313457_1	K03650
k191_313457_2	K06346
k191_706_1	K02906
k191_469793_1	K00925
k191_708_1	K02945
k191_157037_1	K00864
k191_417597_1	K00232
k191_104918_1	K06915
k191_469798_1	K01933
k191_313461_1	K01937
k191_365515_1	K03590
k191_417601_2	K21929
k191_209176_2	K06153
k191_313464_1	K01423
k191_417602_1	K00796
k191_104924_1	K05845
k191_52797_1	K01724
k191_469807_1	K23010
k191_469807_1	K01423
k191_714_2	K03088
k191_104929_1	K03531
k191_261309_1	K03478
k191_417607_1	K03628
k191_157047_1	K01069
k191_104931_1	K06204
k191_209183_1	K01989
k191_313468_1	K01915
k191_313469_1	K00831
k191_209185_1	K03975
k191_313471_1	K00688
k191_365532_1	K01953
k191_417615_1	K03088
k191_469816_1	K09888
k191_417616_1	K23518
k191_365536_1	K02886
k191_726_1	K00254
k191_417617_1	K02879
k191_261320_1	K06872
k191_728_1	K02919
k191_728_2	K01265
k191_209192_1	K02588
k191_52805_1	K06998
k191_52807_1	K00246
k191_209193_1	K02656
k191_157059_1	K01574
k191_469823_1	K02664
k191_469825_1	K00858
k191_365544_1	K02965
k191_209198_1	K03644
k191_157061_2	K03925
k191_209199_1	K01673
k191_469828_1	K01971
k191_104952_1	K02069
k191_261331_2	K07494
k191_417629_1	K10004
k191_417629_1	K02028
k191_417629_1	K10822
k191_313491_1	K00549
k191_417633_1	K03584
k191_365554_1	K03406
k191_742_1	K17103
k191_417634_2	K02963
k191_104960_1	K18029
k191_469836_1	K01627
k191_417635_1	K01626
k191_52826_1	K07486
k191_745_1	K22737
k191_313501_1	K03149
k191_261341_1	K02945
k191_365559_2	K07667
k191_469840_1	K02416
k191_749_1	K08311
k191_261343_2	K00249
k191_157073_1	K03551
k191_157073_2	K07107
k191_157074_1	K01273
k191_52828_1	K02986
k191_52828_2	K02948
k191_52828_3	K02952
k191_469844_1	K01470
k191_157075_1	K16880
k191_104966_3	K13075
k191_104968_1	K14742
k191_313505_1	K04751
k191_469849_1	K00053
k191_261348_1	K01496
k191_365570_1	K08973
k191_417647_2	K07052
k191_365571_1	K10822
k191_757_1	K00948
k191_469852_2	K01989
k191_157082_1	K00762
k191_313510_1	K07451
k191_104976_2	K03092
k191_157085_2	K03631
k191_313513_1	K01768
k191_52836_2	K13766
k191_365578_1	K00075
k191_209226_1	K02784
k191_52838_1	K02982
k191_469859_1	K07568
k191_764_1	K04066
k191_157086_1	K06915
k191_469862_1	K06911
k191_766_1	K07114
k191_469864_1	K00799
k191_767_1	K07485
k191_417654_2	K02111
k191_365586_1	K08999
k191_417656_1	K03527
k191_365589_1	K05895
k191_469868_1	K06223
k191_417659_1	K02876
k191_417659_2	K02907
k191_104986_1	K02033
k191_157094_1	K03110
k191_417660_1	K10543
k191_157095_1	K02020
k191_157096_1	K01972
k191_104990_1	K02948
k191_209247_1	K07487
k191_209247_1	K07481
k191_782_1	K07120
k191_313534_1	K01251
k191_786_2	K22042
k191_157105_1	K03406
k191_52862_1	K03628
k191_469882_1	K00616
k191_417665_1	K03217
k191_417665_2	K08998
k191_417665_3	K03536
k191_52863_1	K01752
k191_209254_1	K13592
k191_365608_1	K00635
k191_261378_1	K07486
k191_209256_1	K07492
k191_417667_1	K07028
k191_261379_1	K18691
k191_52864_2	K03975
k191_789_1	K07793
k191_104998_2	K07054
k191_469885_1	K03665
k191_52866_2	K12574
k191_157108_2	K02067
k191_157108_3	K02065
k191_105001_1	K01455
k191_261383_2	K03602
k191_791_1	K01736
k191_261384_1	K02863
k191_105003_1	K03569
k191_313546_1	K01695
k191_469889_1	K06976
k191_793_1	K03925
k191_261387_1	K15977
k191_261388_1	K07058
k191_209261_1	K20976
k191_52871_2	K01737
k191_797_1	K01005
k191_469894_1	K01839
k191_209263_1	K01937
k191_313551_1	K07497
k191_469897_1	K02888
k191_209265_1	K09700
k191_417679_1	K02410
k191_209266_1	K01129
k191_365621_1	K03046
k191_105007_1	K18814
k191_261392_1	K06215
k191_52877_1	K01876
k191_313557_1	K07795
k191_365624_1	K02945
k191_157124_1	K02034
k191_810_1	K10947
k191_469907_1	K04077
k191_469911_1	K00573
k191_469913_1	K03704
k191_209275_2	K03924
k191_365633_1	K03385
k191_365634_1	K03797
k191_157135_1	K07493
k191_209277_1	K02067
k191_365635_2	K02066
k191_815_1	K00797
k191_105023_1	K05810
k191_816_2	K11906
k191_469919_1	K01933
k191_261404_1	K01810
k191_261408_1	K04755
k191_105029_1	K01556
k191_417697_1	K03724
k191_105031_1	K05807
k191_313571_2	K02112
k191_827_1	K03518
k191_209287_2	K02860
k191_365646_1	K01358
k191_469931_1	K03687
k191_209289_1	K01937
k191_157153_1	K01247
k191_832_1	K01939
k191_469932_1	K13587
k191_261420_1	K03088
k191_52901_1	K02030
k191_261422_1	K01776
k191_313581_1	K01673
k191_469936_1	K01807
k191_842_1	K01915
k191_313584_1	K04065
k191_417717_1	K07486
k191_52907_1	K02897
k191_157163_1	K03076
k191_209297_1	K01689
k191_105050_1	K01448
k191_52909_1	K03781
k191_313587_1	K00573
k191_417722_1	K01751
k191_469941_1	K17230
k191_469942_1	K15973
k191_313591_1	K01621
k191_469943_1	K01778
k191_365659_1	K01940
k191_261430_1	K01866
k191_52917_1	K03978
k191_849_2	K04752
k191_849_2	K04751
k191_849_3	K03320
k191_365666_1	K00286
k191_313597_1	K02039
k191_469948_1	K03628
k191_417731_2	K03040
k191_313598_2	K03088
k191_417733_1	K01889
k191_365671_1	K01807
k191_52925_1	K07497
k191_365672_1	K01012
k191_469951_2	K01626
k191_105054_2	K00627
k191_105054_3	K00162
k191_105054_3	K21417
k191_105054_4	K00161
k191_105054_4	K21416
k191_105054_5	K00340
k191_261439_1	K03558
k191_261439_2	K02316
k191_157189_1	K02357
k191_261441_1	K01999
k191_469955_1	K07486
k191_261442_1	K03925
k191_105059_1	K03705
k191_861_1	K03569
k191_157191_1	K00163
k191_209318_1	K07497
k191_209319_1	K04763
k191_417740_1	K06217
k191_105063_1	K03722
k191_469961_1	K18189
k191_157197_1	K07486
k191_313615_1	K03711
k191_313615_2	K06186
k191_469965_1	K07058
k191_261450_1	K06888
k191_313617_1	K01755
k191_365689_1	K00688
k191_469967_1	K00122
k191_867_1	K03924
k191_105069_1	K01887
k191_417749_1	K21470
k191_313620_1	K02015
k191_869_1	K02194
k191_261459_1	K03593
k191_105073_1	K00525
k191_872_1	K14083
k191_157204_2	K12574
k191_417751_1	K02003
k191_52948_1	K02926
k191_52948_2	K02892
k191_417754_1	K01937
k191_313627_1	K03415
k191_209331_1	K07689
k191_365698_1	K03665
k191_469973_2	K01996
k191_469973_2	K10822
k191_469973_3	K01574
k191_209332_1	K02876
k191_105077_1	K08218
k191_417756_1	K03637
k191_878_1	K03466
k191_313633_1	K21929
k191_417757_1	K00986
k191_105081_1	K06137
k191_105081_2	K06138
k191_209334_1	K01989
k191_52951_2	K00971
k191_209335_1	K07460
k191_157209_1	K01494
k191_157210_1	K02996
k191_105084_1	K00451
k191_52953_1	K01358
k191_365703_1	K01999
k191_157212_1	K06136
k191_105086_1	K07335
k191_52956_1	K00925
k191_469983_1	K02518
k191_261475_2	K07167
k191_209341_1	K07486
k191_313641_1	K01515
k191_157219_1	K00573
k191_417765_1	K03841
k191_52959_1	K15512
k191_417767_1	K02300
k191_105092_2	K03559
k191_313642_1	K00426
k191_313642_2	K00425
k191_469986_1	K04653
k191_261481_1	K03527
k191_892_1	K03565
k191_469987_1	K03385
k191_209346_1	K03666
k191_417769_2	K03545
k191_209347_1	K06048
k191_313646_1	K02939
k191_261482_3	K01673
k191_105097_1	K03088
k191_469988_1	K02065
k191_897_1	K09924
k191_469989_1	K04077
k191_365714_2	K06893
k191_209353_1	K03303
k191_900_1	K01005
k191_52969_1	K07486
k191_105102_2	K02113
k191_902_1	K22736
k191_469995_1	K01807
k191_209359_1	K03921
k191_417772_1	K03924
k191_313657_1	K07220
k191_52975_1	K06215
k191_157232_1	K02881
k191_157232_2	K02933
k191_52977_1	K00549
k191_313659_1	K01997
k191_365724_1	K03432
k191_417775_1	K01607
k191_908_1	K03118
k191_417776_1	K13292
k191_105112_1	K03594
k191_261491_1	K07058
k191_261492_1	K01953
k191_365729_2	K03088
k191_313663_1	K00570
k191_157239_1	K07486
k191_313665_1	K01666
k191_52982_1	K06215
k191_313667_1	K18013
k191_209367_1	K07038
k191_365732_2	K17762
k191_470008_2	K03282
k191_417789_1	K07058
k191_918_2	K02825
k191_52992_1	K04749
k191_261498_1	K07793
k191_261499_1	K02888
k191_209369_1	K03667
k191_470015_2	K09812
k191_921_1	K07486
k191_105121_1	K07714
k191_105121_1	K07713
k191_105121_1	K02481
k191_209372_1	K07038
k191_105124_1	K00927
k191_261508_2	K02982
k191_105125_1	K06925
k191_157254_1	K09969
k191_417798_1	K00163
k191_209378_1	K02004
k191_470019_1	K03925
k191_365743_1	K00789
k191_53001_2	K08223
k191_417800_1	K04079
k191_209382_1	K07492
k191_313686_1	K02039
k191_105131_2	K07341
k191_53005_1	K03593
k191_157261_1	K00549
k191_365744_1	K03821
k191_929_1	K01159
k191_157264_1	K01951
k191_930_2	K03594
k191_261515_1	K03621
k191_105137_1	K00338
k191_157267_1	K09857
k191_365749_1	K07161
k191_470029_1	K03088
k191_209388_1	K01996
k191_209388_1	K10822
k191_53011_1	K07492
k191_313691_1	K03556
k191_934_1	K01406
k191_417806_2	K03718
k191_261520_1	K02950
k191_935_1	K00790
k191_365750_1	K03496
k191_105141_1	K09136
k191_936_1	K09903
k191_157268_1	K02863
k191_157268_2	K02867
k191_417807_1	K03536
k191_417807_2	K08998
k191_53014_1	K00655
k191_365753_1	K04749
k191_470034_1	K01799
k191_313697_1	K02034
k191_105144_1	K02406
k191_157271_1	K01463
k191_470037_1	K06048
k191_944_1	K07304
k191_209394_1	K05341
k191_105147_1	K02358
k191_53022_1	K02114
k191_365758_1	K00965
k191_313703_1	K02492
k191_470039_1	K00748
k191_53024_1	K03628
k191_470042_1	K07082
k191_105149_2	K01129
k191_470044_1	K00868
k191_365761_1	K00872
k191_157277_3	K07095
k191_157278_1	K07257
k191_365762_1	K02358
k191_313707_2	K00873
k191_417822_1	K03553
k191_261540_1	K02004
k191_209399_1	K02926
k191_209399_2	K02892
k191_209399_3	K02926
k191_209399_4	K02906
k191_261541_1	K06077
k191_157281_1	K00930
k191_470045_2	K07020
k191_470045_3	K16841
k191_417823_2	K21394
k191_313708_1	K07141
k191_365766_1	K07090
k191_209401_1	K12574
k191_956_1	K00573
k191_209403_1	K07462
k191_417828_1	K02662
k191_105157_2	K01061
k191_961_1	K06949
k191_313710_1	K01581
k191_417834_1	K07243
k191_261552_1	K07497
k191_53040_1	K06953
k191_313714_2	K01520
k191_964_1	K03799
k191_365777_1	K01259
k191_313715_1	K07090
k191_365778_1	K03569
k191_470054_1	K06915
k191_105168_1	K00799
k191_313719_1	K02407
k191_209415_1	K03531
k191_417840_1	K03744
k191_417840_2	K06872
k191_105169_1	K07588
k191_973_1	K03673
k191_157300_1	K07106
k191_313721_1	K01619
k191_978_1	K02946
k191_313724_1	K03979
k191_417844_1	K06137
k191_261569_1	K01933
k191_157302_1	K02004
k191_157303_1	K03593
k191_470065_1	K02316
k191_105176_1	K07006
k191_261576_1	K03092
k191_105179_1	K01997
k191_53061_1	K00330
k191_313731_1	K02906
k191_417853_3	K02195
k191_53063_1	K03741
k191_209434_1	K02952
k191_209434_2	K02948
k191_53065_1	K00789
k191_990_1	K01595
k191_313734_2	K03926
k191_209435_1	K01940
k191_157312_1	K02358
k191_53066_1	K01866
k191_209437_1	K00655
k191_993_1	K07503
k191_105187_1	K00331
k191_53071_1	K02004
k191_996_1	K03076
k191_365805_1	K09022
k191_53072_2	K06911
k191_470079_1	K00641
k191_997_1	K07795
k191_417870_1	K00249
k191_53074_1	K01997
k191_209448_1	K03406
k191_417872_1	K02067
k191_261597_1	K07393
k191_261598_1	K04079
k191_470088_1	K03799
k191_313744_1	K03704
k191_313745_1	K03702
k191_105198_1	K00865
k191_417877_1	K02909
k191_365815_1	K00641
k191_1011_1	K02946
k191_53083_1	K03101
k191_417878_2	K07506
k191_313749_1	K00036
k191_313750_1	K09966
k191_417879_1	K02982
k191_1013_1	K07276
k191_470096_1	K06893
k191_261603_1	K00600
k191_209461_1	K21470
k191_105203_1	K03466
k191_157332_1	K07795
k191_417882_1	K02876
k191_470098_2	K02258
k191_209465_1	K07068
k191_261608_1	K07068
k191_417885_1	K13292
k191_105206_2	K02874
k191_105206_3	K02895
k191_470101_1	K03820
k191_417888_1	K01409
k191_53090_1	K03703
k191_157337_1	K08591
k191_157337_2	K01633
k191_417890_1	K03808
k191_53092_1	K02895
k191_261610_1	K00245
k191_261610_1	K00240
k191_1018_2	K08602
k191_105207_2	K07793
k191_53097_1	K06024
k191_157343_1	K01406
k191_105210_1	K03704
k191_209471_1	K03569
k191_105211_1	K19170
k191_365835_2	K03517
k191_365836_1	K14113
k191_261619_2	K03521
k191_53104_1	K06006
k191_470112_1	K11529
k191_105217_1	K01623
k191_313769_2	K02863
k191_157349_2	K02650
k191_470114_2	K02992
k191_470114_3	K02950
k191_417904_1	K18481
k191_313770_1	K00948
k191_470115_1	K01512
k191_53110_1	K07090
k191_470117_1	K07493
k191_313772_1	K02970
k191_470119_1	K03545
k191_365849_1	K00873
k191_105230_1	K02040
k191_261626_2	K01887
k191_313780_1	K02673
k191_53116_1	K01621
k191_261627_2	K11206
k191_365853_1	K00616
k191_417914_1	K03673
k191_105233_1	K07497
k191_261630_1	K02956
k191_313783_1	K02234
k191_470132_1	K02200
k191_105235_1	K01495
k191_417918_2	K04750
k191_261632_1	K14449
k191_1046_1	K04077
k191_261634_2	K07053
k191_470136_1	K00031
k191_365861_1	K02913
k191_105239_1	K02004
k191_53127_1	K23541
k191_417922_1	K19689
k191_209501_1	K03149
k191_209502_1	K01989
k191_365863_1	K01689
k191_1052_1	K00340
k191_470140_1	K01972
k191_261641_1	K02793
k191_105246_1	K00554
k191_313791_1	K02113
k191_157371_1	K03406
k191_313795_1	K07322
k191_53139_1	K06953
k191_157378_1	K01607
k191_261649_1	K04074
k191_261651_1	K02242
k191_157382_2	K01695
k191_365877_2	K02113
k191_53142_2	K01937
k191_105254_1	K18336
k191_417934_1	K12132
k191_417934_1	K11912
k191_470150_1	K06941
k191_105255_1	K05836
k191_105256_1	K05794
k191_53146_2	K02992
k191_209525_2	K01849
k191_157388_1	K08223
k191_417939_1	K07486
k191_261665_1	K07051
k191_157392_1	K07407
k191_53151_1	K03092
k191_313816_1	K05845
k191_1069_1	K02600
k191_261672_1	K02600
k191_470159_2	K02970
k191_470159_3	K01719
k191_105269_1	K07068
k191_105270_1	K07486
k191_157396_1	K00163
k191_261675_1	K02197
k191_53159_2	K02950
k191_365893_1	K04096
k191_1075_1	K01996
k191_1075_1	K10822
k191_470165_1	K03601
k191_105271_1	K10439
k191_157400_1	K02194
k191_1077_1	K01246
k191_470168_1	K07058
k191_105272_1	K00029
k191_261678_1	K06213
k191_365898_1	K00989
k191_157402_1	K01989
k191_53163_1	K03526
k191_261680_1	K04750
k191_470171_1	K00783
k191_261682_1	K03644
k191_209544_1	K14733
k191_157404_2	K04088
k191_261683_2	K01737
k191_105278_1	K06999
k191_470173_1	K00111
k191_157407_1	K07481
k191_53168_1	K02884
k191_209547_1	K22044
k191_105280_2	K22879
k191_157409_1	K07402
k191_365908_1	K01990
k191_261690_1	K01551
k191_313828_2	K00941
k191_313828_3	K03118
k191_209551_1	K07460
k191_470179_1	K00088
k191_261691_1	K08972
k191_365911_1	K07493
k191_365912_1	K07300
k191_313831_1	K01915
k191_53176_1	K03473
k191_53177_1	K06442
k191_209554_1	K11753
k191_105290_1	K09769
k191_157415_1	K01995
k191_157415_1	K10822
k191_157415_2	K01999
k191_417970_1	K03924
k191_53181_1	K03571
k191_313835_1	K22452
k191_1095_2	K03497
k191_261694_2	K01808
k191_470188_1	K01607
k191_313836_1	K00332
k191_470190_1	K00600
k191_105298_1	K00945
k191_313839_1	K07393
k191_417977_1	K02258
k191_53185_1	K00789
k191_105299_1	K09970
k191_105300_1	K07494
k191_105301_1	K01951
k191_313844_1	K01621
k191_365925_1	K01620
k191_157423_2	K01937
k191_209564_1	K00075
k191_470196_1	K01647
k191_417989_1	K07482
k191_53194_1	K02313
k191_261704_1	K22479
k191_261704_2	K06215
k191_470197_2	K03668
k191_1107_1	K07112
k191_53195_1	K22452
k191_261705_1	K13075
k191_209567_1	K04744
k191_470201_1	K02422
k191_313850_1	K01915
k191_53196_1	K03702
k191_105311_1	K00549
k191_53197_1	K18554
k191_261708_1	K03075
k191_313853_1	K03076
k191_417997_1	K02238
k191_53200_1	K04759
k191_470204_1	K03544
k191_157430_2	K07486
k191_53201_1	K02004
k191_418001_1	K02886
k191_157431_1	K08307
k191_1116_1	K21470
k191_105314_1	K00053
k191_1117_2	K21929
k191_365939_1	K07497
k191_105317_1	K01809
k191_313857_1	K00948
k191_261719_1	K03639
k191_53205_1	K13985
k191_365943_1	K07795
k191_105320_2	K00031
k191_313863_1	K11621
k191_418008_1	K09461
k191_209583_1	K07006
k191_105324_1	K15551
k191_105324_1	K02051
k191_418010_2	K03557
k191_418011_1	K03664
k191_209586_1	K00789
k191_313867_1	K09796
k191_365945_2	K06889
k191_261727_1	K03190
k191_418012_2	K02034
k191_105328_1	K01858
k191_209590_1	K00943
k191_470214_2	K00074
k191_1133_1	K01448
k191_365948_1	K03750
k191_209591_1	K03478
k191_53212_1	K07795
k191_157445_1	K00525
k191_261729_1	K02933
k191_261729_2	K02881
k191_53214_1	K02887
k191_313876_1	K01940
k191_261731_1	K06915
k191_1140_1	K04077
k191_313879_1	K02276
k191_470219_1	K04077
k191_209598_1	K00134
k191_105336_1	K15635
k191_418018_1	K01989
k191_157451_1	K03040
k191_313882_1	K03704
k191_105338_2	K03734
k191_418020_1	K02426
k191_470225_2	K02034
k191_1142_1	K02051
k191_1142_2	K02050
k191_209602_3	K03497
k191_418023_1	K03569
k191_105341_1	K03611
k191_313885_2	K02864
k191_157459_1	K02662
k191_365964_1	K00635
k191_53226_1	K03559
k191_53228_1	K03040
k191_418029_1	K00876
k191_157463_1	K00088
k191_418030_1	K03040
k191_470234_1	K04077
k191_1149_2	K11477
k191_261744_1	K04079
k191_418031_1	K03497
k191_313893_1	K00793
k191_365968_1	K00134
k191_470235_1	K03667
k191_53232_1	K21395
k191_157466_1	K03575
k191_261748_1	K02950
k191_261748_2	K02992
k191_209611_1	K01915
k191_209612_1	K01937
k191_313897_1	K00986
k191_261749_1	K04773
k191_105357_1	K00801
k191_53236_1	K01934
k191_470239_2	K00340
k191_53238_1	K00986
k191_261755_1	K03118
k191_105359_1	K21159
k191_313901_1	K02482
k191_209619_1	K01548
k191_53242_2	K03752
k191_365980_1	K20074
k191_1161_1	K02879
k191_53245_1	K01719
k191_470245_1	K08305
k191_313904_1	K02906
k191_261761_1	K03286
k191_105366_1	K01972
k191_105366_2	K00389
k191_209624_1	K02033
k191_365983_1	K13288
k191_157474_1	K01712
k191_157474_2	K09981
k191_157476_1	K02933
k191_1166_1	K07402
k191_313912_1	K00259
k191_53252_1	K02527
k191_470257_1	K03975
k191_418050_2	K00927
k191_1169_1	K07402
k191_1172_1	K07304
k191_1173_1	K06048
k191_105375_2	K07315
k191_209639_1	K21908
k191_470266_1	K02356
k191_261774_3	K10672
k191_365994_1	K06015
k191_209644_1	K00425
k191_1174_1	K01915
k191_365996_1	K03413
k191_53262_2	K01821
k191_105380_1	K03753
k191_418063_1	K02066
k191_1177_2	K01304
k191_209648_1	K03631
k191_1180_1	K02357
k191_53265_1	K00231
k191_105385_1	K00133
k191_313928_1	K07486
k191_418065_2	K09005
k191_105388_1	K03531
k191_105389_1	K07497
k191_209654_1	K12132
k191_209654_1	K11912
k191_157498_1	K00971
k191_313934_1	K01749
k191_53270_1	K01736
k191_366012_1	K00857
k191_418070_2	K02919
k191_105393_1	K07284
k191_209659_1	K03088
k191_418072_1	K15878
k191_313938_1	K12574
k191_209660_1	K03524
k191_105395_1	K03602
k191_366015_1	K03644
k191_313939_1	K00773
k191_366016_1	K00790
k191_53275_1	K00937
k191_261788_1	K07482
k191_1197_1	K03568
k191_470284_2	K08482
k191_366020_1	K07497
k191_261789_2	K03088
k191_470285_1	K07497
k191_261790_1	K07018
k191_1200_1	K23265
k191_157508_1	K07495
k191_418081_1	K21908
k191_1203_2	K02034
k191_261795_1	K07451
k191_105408_1	K00518
k191_1206_1	K00946
k191_470291_1	K01005
k191_418085_1	K08482
k191_105412_1	K05520
k191_53286_1	K07486
k191_1210_1	K15633
k191_366031_1	K01638
k191_470296_1	K03549
k191_313957_1	K02986
k191_418090_1	K02931
k191_1211_1	K01768
k191_366033_2	K03625
k191_366033_3	K00794
k191_209672_2	K21142
k191_209672_2	K03635
k191_470298_1	K08679
k191_157519_1	K03630
k191_418094_1	K03569
k191_157521_1	K04078
k191_470301_1	K00873
k191_1214_1	K00486
k191_470305_1	K00873
k191_418097_2	K02956
